"","MSZoning","Neighborhood","BldgType","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","ExterCond","HeatingQC","CentralAir","X1stFlrSF","GrLivArea","FullBath","KitchenQual","GarageCars","SaleCondition","SalePrice","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","Cair","HQC","ECond","SalePrice.log","X1stFlrSF.log","GrLivArea.log"
"703","RL","StoneBr","1Fam","2Story",8,2006,2006,"Ex","TA","Ex","Y",1264,2576,2,"Ex",3,"Partial",361919,6,4,3,4,6,4,4,1,5,3,12.7991757088645,7.1420365747068,7.85399308722424
"704","RM","OldTown","2fmCon","2Story",5,1900,1996,"TA","Gd","Gd","Y",1032,1812,2,"Gd",2,"Normal",140000,2,2,1,4,5,3,2,1,4,4,11.8493977015914,6.93925394604151,7.50218648660292
"705","RL","CollgCr","1Fam","1Story",7,2004,2005,"Gd","TA","Ex","Y",1484,1484,2,"Gd",2,"Normal",213000,4,4,3,3,5,3,3,1,5,3,12.2690474446916,7.30249642372733,7.30249642372733
"706","RM","IDOTRR","2fmCon","2Story",4,1930,1950,"Fa","Fa","Fa","N",372,1092,2,"Fa",0,"Normal",55000,1,2,1,4,5,1,1,0,2,2,10.9150884642146,5.91889385427315,6.99576615630485
"707","RL","ClearCr","1Fam","1Story",7,1971,2002,"TA","TA","TA","Y",1824,1824,2,"Gd",2,"Normal",302000,4,4,3,3,5,3,2,1,3,3,12.618182296357,7.50878717063428,7.50878717063428
"708","RL","NridgHt","TwnhsE","1Story",8,2006,2006,"Gd","TA","Ex","Y",1324,1324,2,"Gd",2,"Normal",254000,6,4,3,3,5,3,3,1,5,3,12.4450895460007,7.18841273649695,7.18841273649695
"709","RL","Gilbert","1Fam","2Story",7,2007,2007,"Gd","TA","Ex","Y",728,1456,2,"Gd",2,"Partial",179540,4,4,3,4,6,3,3,1,5,3,12.0981533033107,6.59030104819669,7.28344822875663
"710","RL","Sawyer","1Fam","1Story",5,1966,1966,"TA","TA","TA","Y",904,904,1,"TA",1,"Abnorml",109900,3,4,3,3,5,2,2,1,3,3,11.6073261403917,6.80682936039218,6.80682936039218
"711","RL","BrkSide","1Fam","1Story",3,1935,2003,"Gd","TA","Gd","Y",729,729,1,"TA",0,"Normal",52000,2,4,3,3,5,2,3,1,4,3,10.8589989975636,6.59167373200866,6.59167373200866
"712","C (all)","IDOTRR","1Fam","1.5Fin",4,1900,1950,"TA","TA","Gd","Y",859,1178,1,"TA",1,"Abnorml",102776,1,1,3,2,5,2,2,1,4,3,11.5403071417114,6.75576892198425,7.07157336421153
"713","RL","StoneBr","TwnhsE","1Story",8,1988,1989,"Gd","TA","Gd","Y",1228,1228,2,"Gd",2,"Normal",189000,6,4,3,3,5,3,3,1,4,3,12.1495022940418,7.11314210870709,7.11314210870709
"714","RL","BrkSide","2fmCon","1Story",4,1970,1970,"TA","TA","TA","N",960,960,1,"TA",2,"Normal",129000,2,4,1,3,5,2,2,0,3,3,11.7675676833438,6.86693328446188,6.86693328446188
"715","RL","Sawyer","1Fam","2Story",6,1976,2005,"Gd","TA","Ex","Y",725,1479,2,"Gd",2,"Normal",130500,3,4,3,4,5,3,3,1,5,3,11.7791285057449,6.58617165485467,7.2991214627108
"716","RL","NWAmes","1Fam","1Story",6,1974,1974,"TA","TA","TA","Y",1350,1350,2,"TA",2,"Normal",165000,4,4,3,3,5,2,2,1,3,3,12.0137007528827,7.20785987143248,7.20785987143248
"717","RM","OldTown","1Fam","2Story",7,1890,1998,"TA","Gd","Ex","Y",1576,2554,1,"TA",2,"Normal",159500,2,2,3,4,5,2,2,1,5,4,11.979799201207,7.36264527041782,7.84541603659248
"718","RL","NWAmes","1Fam","1Story",5,1973,2000,"TA","TA","Gd","Y",1178,1178,1,"Gd",2,"Normal",157000,4,4,3,3,5,3,2,1,4,3,11.9640010843304,7.07157336421153,7.07157336421153
"719","RL","NoRidge","1Fam","2Story",7,1993,1994,"Gd","TA","Ex","Y",1325,2418,2,"Gd",3,"Normal",341000,6,4,3,4,5,3,3,1,5,3,12.7396377562657,7.18916773842032,7.79069603117474
"720","RL","CollgCr","1Fam","1Story",5,1969,1969,"TA","TA","TA","Y",971,971,1,"TA",1,"Normal",128500,4,4,3,3,5,2,2,1,3,3,11.7636841833174,6.87832646829133,6.87832646829133
"721","RL","StoneBr","1Fam","1Story",8,1985,1985,"Gd","TA","TA","Y",1742,1742,2,"Gd",2,"Normal",275000,6,4,3,3,5,3,3,1,3,3,12.5245263766487,7.46278915741245,7.46278915741245
"722","RM","CollgCr","TwnhsE","1Story",6,2004,2004,"Gd","TA","Ex","Y",848,848,1,"Gd",2,"Normal",143000,4,2,3,3,5,3,3,1,5,3,11.870599909242,6.7428806357919,6.7428806357919
"723","RL","NAmes","1Fam","1Story",4,1970,1970,"TA","Gd","Ex","Y",864,864,1,"TA",2,"Normal",124500,3,4,3,3,5,2,2,1,5,4,11.7320609948869,6.76157276880406,6.76157276880406
"724","RL","Edwards","1Fam","1.5Fin",4,1954,1972,"TA","TA","Ex","Y",997,1470,2,"TA",1,"Normal",135000,2,4,3,2,5,2,2,1,5,3,11.8130300574206,6.90475076996184,7.29301767977278
"725","RL","Edwards","1Fam","1Story",9,2007,2008,"Ex","TA","Ex","Y",1698,1698,2,"Ex",3,"Normal",320000,2,4,3,3,5,4,4,1,5,3,12.6760762747759,7.43720636687129,7.43720636687129
"726","RL","NAmes","1Fam","1Story",4,1970,1970,"TA","TA","TA","Y",864,864,1,"Gd",2,"Normal",120500,3,4,3,3,5,3,2,1,3,3,11.6994050319128,6.76157276880406,6.76157276880406
"727","RL","Crawfor","1Fam","1Story",6,1988,2007,"Gd","Gd","Ex","Y",1680,1680,2,"Gd",2,"Normal",222000,4,4,3,3,5,3,3,1,5,4,12.3104326608544,7.4265490723973,7.4265490723973
"728","RL","CollgCr","1Fam","1Story",7,2007,2007,"Gd","TA","Ex","Y",1232,1232,2,"Gd",2,"Normal",194500,4,4,3,3,5,3,3,1,5,3,12.1781874420406,7.11639414409346,7.11639414409346
"729","RL","NAmes","Duplex","1Story",5,1958,1958,"TA","TA","TA","Y",1776,1776,2,"TA",3,"Abnorml",110000,3,4,2,3,5,2,2,1,3,3,11.6082356447746,7.48211892355212,7.48211892355212
"730","RM","IDOTRR","1Fam","1.5Fin",4,1925,1950,"TA","TA","TA","Y",848,1208,1,"TA",2,"Normal",103000,1,2,3,2,5,2,2,1,3,3,11.5424842672118,6.7428806357919,7.09672137849476
"731","RL","StoneBr","TwnhsE","1Story",8,1995,1996,"Gd","TA","Ex","Y",1616,1616,2,"Gd",2,"Normal",236500,6,4,3,3,5,3,3,1,5,3,12.3737034869141,7.38770923908104,7.38770923908104
"732","RL","Timber","1Fam","SLvl",7,2003,2003,"Gd","TA","Ex","Y",1146,1146,2,"Gd",2,"Normal",187500,5,4,3,3,5,3,3,1,5,3,12.1415341243926,7.04403289727469,7.04403289727469
"733","RL","CollgCr","1Fam","2Story",7,1998,1999,"Gd","TA","Ex","Y",1153,2031,2,"Gd",2,"Normal",222500,4,4,3,4,5,3,3,1,5,3,12.3126823805884,7.05012252026906,7.61628356158038
"734","RL","Sawyer","1Fam","1Story",5,1961,1983,"TA","TA","Ex","Y",1144,1144,1,"TA",1,"Normal",131400,3,4,3,3,5,2,2,1,5,3,11.7860013850326,7.04228617193974,7.04228617193974
"735","RL","Sawyer","1Fam","1Story",5,1968,1968,"TA","TA","TA","Y",948,948,1,"TA",1,"Family",108000,3,4,3,3,3,2,2,1,3,3,11.5898865061064,6.85435450225502,6.85435450225502
"736","RM","OldTown","1Fam","2.5Unf",7,1914,1970,"TA","TA","Fa","N",880,1768,1,"TA",2,"Normal",163000,2,2,3,2,5,2,2,0,2,3,12.0015054797889,6.77992190747225,7.47760424319759
"737","RL","NAmes","Duplex","1Story",3,1950,1950,"TA","TA","Gd","N",1040,1040,2,"TA",2,"Normal",93500,3,4,2,3,5,2,2,0,4,3,11.4457167152768,6.94697599213542,6.94697599213542
"738","RL","Gilbert","1Fam","2Story",8,2005,2005,"Gd","TA","Ex","Y",901,1801,2,"Gd",3,"Normal",239900,4,4,3,4,5,3,3,1,5,3,12.3879774488278,6.80350525760834,7.49609734517596
"739","RL","Edwards","Duplex","1Story",5,1987,1988,"TA","TA","TA","Y",1200,1200,3,"TA",0,"Alloca",179000,2,4,2,3,4,2,2,1,3,3,12.0951410848229,7.09007683577609,7.09007683577609
"740","RL","CollgCr","1Fam","2Story",7,2004,2004,"Gd","TA","Ex","Y",864,1728,2,"Gd",2,"Normal",190000,4,4,3,4,5,3,3,1,5,3,12.1547793511426,6.76157276880406,7.454719949364
"741","RM","OldTown","1Fam","2Story",5,1910,2002,"TA","Gd","Ex","Y",768,1432,2,"TA",2,"Abnorml",132000,2,2,3,4,5,2,2,1,5,4,11.7905572015685,6.64378973314767,7.26682734752059
"742","RL","Sawyer","1Fam","1Story",6,1961,1996,"TA","Gd","Gd","Y",912,912,1,"Gd",1,"Normal",142000,3,4,3,3,5,3,2,1,4,4,11.8635823365834,6.81563999007433,6.81563999007433
"743","RL","SawyerW","1Fam","1Story",7,2000,2001,"TA","TA","Ex","Y",1349,1349,2,"TA",2,"Normal",179000,4,4,3,3,5,2,2,1,5,3,12.0951410848229,7.20711885620776,7.20711885620776
"744","RL","Sawyer","1Fam","SLvl",5,1963,1999,"TA","TA","Ex","Y",1464,1464,2,"TA",2,"Normal",175000,3,4,3,3,5,2,2,1,5,3,12.0725412529057,7.28892769452126,7.28892769452126
"745","RL","StoneBr","TwnhsE","1Story",8,1993,1993,"Gd","TA","Gd","Y",1337,1337,2,"Gd",2,"Normal",180000,6,4,3,3,5,3,3,1,4,3,12.1007121298723,7.19818357710194,7.19818357710194
"746","RL","NWAmes","1Fam","2Story",8,1976,1996,"Ex","Gd","Ex","Y",1175,2715,3,"Gd",2,"Normal",299800,4,4,3,4,5,3,4,1,5,4,12.6108708646506,7.06902342657826,7.90654723236804
"747","RL","Gilbert","1Fam","2Story",7,2000,2000,"Gd","TA","Ex","Y",980,2256,2,"Gd",2,"Normal",236000,4,4,3,4,5,3,3,1,5,3,12.3715870840077,6.88755257166462,7.72134861261795
"748","RM","OldTown","1Fam","2Story",7,1880,2003,"Gd","TA","TA","N",1320,2640,1,"Gd",4,"Normal",265979,2,2,3,4,5,3,3,0,3,3,12.4911726372789,7.18538701558042,7.87853419614036
"749","RL","NoRidge","1Fam","1Story",7,1996,1996,"Gd","TA","Ex","Y",1720,1720,2,"Gd",2,"Normal",260400,6,4,3,3,5,3,3,1,5,3,12.4699741893166,7.4500795698075,7.4500795698075
"750","RL","Edwards","1Fam","1.5Fin",4,1945,1950,"TA","TA","TA","N",1088,1529,2,"TA",1,"Normal",98000,2,4,3,2,5,2,2,0,3,3,11.4927227576527,6.99209642741589,7.33236920592906
"751","RM","OldTown","1Fam","1.5Fin",4,1910,2004,"TA","TA","Gd","Y",792,1140,1,"TA",0,"Normal",96500,2,2,3,2,5,2,2,1,4,3,11.4772982873271,6.67456139181443,7.03878354138854
"752","RL","Gilbert","1Fam","2Story",7,2003,2003,"Gd","TA","Ex","Y",660,1320,2,"Gd",2,"Normal",162000,4,4,3,4,5,3,3,1,5,3,11.9953516142145,6.49223983502047,7.18538701558042
"753","RL","CollgCr","1Fam","1Story",6,1997,1997,"TA","Gd","Ex","Y",1494,1494,2,"Gd",2,"Normal",217000,4,4,3,3,5,3,2,1,5,4,12.2876526325226,7.30921236569276,7.30921236569276
"754","RL","NridgHt","1Fam","2Story",8,2005,2005,"Gd","TA","Gd","Y",1038,2098,2,"Ex",3,"Normal",275500,6,4,3,4,5,4,3,1,4,3,12.5263429075751,6.94505106372583,7.64873978895624
"755","RL","NAmes","1Fam","1Story",6,1969,2005,"TA","TA","Gd","Y",1026,1026,1,"Gd",2,"Normal",156000,3,4,3,3,5,3,2,1,4,3,11.9576112862317,6.93342302573071,6.93342302573071
"756","FV","Somerst","TwnhsE","2Story",6,1999,1999,"TA","TA","Gd","Y",742,1471,2,"TA",2,"Normal",172500,5,5,3,4,5,2,2,1,4,3,12.0581525154536,6.60934924316738,7.29369772060144
"757","RL","CollgCr","1Fam","2Story",8,2007,2007,"Gd","TA","Ex","Y",866,1768,2,"Gd",2,"Normal",212000,4,4,3,4,5,3,3,1,5,3,12.2643415536542,6.76388490856244,7.47760424319759
"758","RL","Sawyer","1Fam","2Story",6,1978,1978,"TA","TA","TA","Y",672,1386,2,"TA",2,"Abnorml",158900,3,4,3,4,5,2,2,1,3,3,11.9760303525248,6.51025834052315,7.23417717974985
"759","FV","Somerst","Twnhs","2Story",7,1999,1999,"TA","TA","Gd","Y",757,1501,2,"TA",2,"Normal",179400,5,5,2,4,5,2,2,1,4,3,12.0973732286068,6.62936325343745,7.31388683163346
"760","RL","NoRidge","1Fam","2Story",8,1995,1995,"Gd","TA","Ex","Y",1328,2531,2,"Gd",3,"Normal",290000,6,4,3,4,5,3,3,1,5,3,12.5776362019627,7.19142933003638,7.83636976054512
"761","RL","NAmes","1Fam","1Story",6,1959,1959,"TA","TA","Ex","Y",864,864,1,"TA",1,"Normal",127500,3,4,3,3,5,2,2,1,5,3,11.7558716435806,6.76157276880406,6.76157276880406
"762","RM","BrkSide","1Fam","1Story",5,1924,1950,"TA","TA","TA","Y",1301,1301,1,"Fa",2,"Normal",100000,2,2,3,3,5,1,2,1,3,3,11.5129254649702,7.1708884785125,7.1708884785125
"763","FV","Somerst","1Fam","2Story",7,2009,2009,"TA","TA","Ex","Y",764,1547,2,"Gd",2,"Normal",215200,5,5,3,4,5,3,2,1,5,3,12.2793231072698,6.63856778916652,7.34407285057307
"764","RL","NoRidge","1Fam","2Story",8,1999,1999,"Gd","TA","Ex","Y",1268,2365,2,"Gd",3,"Normal",337000,6,4,3,4,5,3,3,1,5,3,12.7278382093345,7.14519613499717,7.76853330092603
"765","RL","Veenker","TwnhsE","1Story",8,1995,1996,"Gd","Gd","Ex","Y",1494,1494,1,"Ex",2,"Normal",270000,5,4,3,3,5,4,3,1,5,4,12.5061772379805,7.30921236569276,7.30921236569276
"766","RL","Somerst","1Fam","1Story",9,2008,2008,"Gd","TA","Ex","Y",1506,1506,2,"Ex",2,"Partial",264132,5,4,3,3,6,4,3,1,5,3,12.4842042571701,7.31721240835984,7.31721240835984
"767","RL","NWAmes","1Fam","2Story",7,1988,1988,"TA","TA","TA","Y",980,1714,2,"TA",2,"Normal",196500,4,4,3,4,5,2,2,1,3,3,12.1884177102915,6.88755257166462,7.44658509915773
"768","RL","Mitchel","1Fam","1.5Fin",6,1940,1985,"TA","TA","Ex","Y",983,1750,2,"TA",1,"Normal",160000,3,4,3,2,5,2,2,1,5,3,11.982929094216,6.89060912014717,7.46737106691756
"769","RL","CollgCr","1Fam","1Story",7,2004,2005,"Gd","TA","Ex","Y",1836,1836,2,"Gd",2,"Normal",216837,4,4,3,3,5,3,3,1,5,3,12.2869011981928,7.51534457118044,7.51534457118044
"770","RL","StoneBr","1Fam","2Story",8,2003,2003,"Ex","TA","Ex","Y",1690,3279,3,"Ex",3,"Normal",538000,6,4,3,4,5,4,4,1,5,3,13.1956138391439,7.43248380791712,8.09529377684465
"771","RL","Sawyer","1Fam","SFoyer",5,1982,1982,"TA","TA","TA","Y",858,858,1,"TA",2,"Normal",134900,3,4,3,2,5,2,2,1,3,3,11.8122890421958,6.75460409948796,6.75460409948796
"772","RL","Edwards","1Fam","1Story",4,1951,1951,"TA","TA","TA","Y",1220,1220,1,"TA",2,"Normal",102000,2,4,3,3,5,2,2,1,3,3,11.5327280922664,7.1066061377273,7.1066061377273
"773","RL","Edwards","1Fam","SLvl",6,1976,1976,"TA","TA","TA","Y",1117,1117,1,"TA",2,"Abnorml",107000,2,4,3,3,5,2,2,1,3,3,11.580584113444,7.0184017990692,7.0184017990692
"774","RL","NAmes","1Fam","1Story",5,1958,1958,"TA","TA","Ex","Y",912,912,1,"TA",1,"Normal",114500,3,4,3,3,5,2,2,1,5,3,11.6483301019764,6.81563999007433,6.81563999007433
"775","RL","NridgHt","1Fam","1Story",8,2006,2006,"Gd","TA","Gd","Y",1973,1973,2,"Gd",3,"Partial",395000,6,4,3,3,6,3,3,1,4,3,12.8866410438833,7.58731050602262,7.58731050602262
"776","RM","Mitchel","TwnhsE","1Story",6,1998,1998,"TA","TA","Ex","Y",1204,1204,2,"TA",2,"Normal",162000,3,2,3,3,5,2,2,1,5,3,11.9953516142145,7.09340462586877,7.09340462586877
"777","RL","CollgCr","1Fam","1Story",7,2005,2006,"Gd","TA","Ex","Y",1614,1614,2,"Gd",3,"Partial",221500,4,4,3,3,6,3,3,1,5,3,12.3081778684673,7.38647084882989,7.38647084882989
"778","RL","Sawyer","1Fam","1Story",5,1974,1974,"TA","TA","TA","Y",894,894,1,"TA",2,"Normal",142500,3,4,3,3,5,2,2,1,3,3,11.8670972786908,6.79570577517351,6.79570577517351
"779","RH","SawyerW","Duplex","1Story",5,1977,1977,"TA","TA","TA","Y",2020,2020,2,"TA",2,"Normal",144000,4,3,2,3,5,2,2,1,3,3,11.8775685785581,7.61085279039525,7.61085279039525
"780","RL","Mitchel","Duplex","SFoyer",6,1977,1977,"TA","TA","TA","Y",1004,1004,1,"TA",2,"Normal",135000,3,4,2,2,5,2,2,1,3,3,11.8130300574206,6.91174730025167,6.91174730025167
"781","RL","Gilbert","1Fam","1Story",7,1995,1996,"TA","TA","Gd","Y",1253,1253,2,"TA",2,"Normal",176000,4,4,3,3,5,2,2,1,4,3,12.0782392740203,7.13329595489607,7.13329595489607
"782","RL","SawyerW","1Fam","2Story",6,1992,1992,"Gd","Gd","Ex","Y",810,1603,2,"Gd",2,"Normal",175900,4,4,3,4,5,3,3,1,5,4,12.0776709307256,6.69703424766648,7.37963215260955
"783","RL","CollgCr","1Fam","1Story",7,2001,2002,"Gd","TA","Ex","Y",1430,1430,2,"Gd",2,"Normal",187100,4,4,3,3,5,3,3,1,5,3,12.1393985122622,7.26542972325395,7.26542972325395
"784","RL","Mitchel","1Fam","SFoyer",5,1978,1978,"TA","Gd","Ex","Y",1110,1110,1,"Gd",2,"Normal",165500,3,4,3,2,5,3,2,1,5,4,12.0167264737993,7.01211529430638,7.01211529430638
"785","RM","OldTown","1Fam","2.5Unf",6,1914,2001,"TA","TA","Ex","Y",742,1484,2,"TA",0,"Normal",128000,2,2,3,2,5,2,2,1,5,3,11.7597855429018,6.60934924316738,7.30249642372733
"786","RL","NWAmes","1Fam","1Story",6,1967,1967,"TA","TA","TA","Y",1342,1342,2,"TA",2,"Normal",161500,4,4,3,3,5,2,2,1,3,3,11.9922604216448,7.20191631753163,7.20191631753163
"787","RM","OldTown","1Fam","1.5Fin",5,1915,1950,"TA","Gd","TA","Y",966,1652,2,"TA",1,"Normal",139000,2,2,3,2,5,2,2,1,3,4,11.8422292121128,6.87316383421252,7.40974195408092
"788","RL","SawyerW","1Fam","2Story",7,2004,2004,"Gd","TA","Ex","Y",956,2084,2,"Gd",2,"Normal",233000,4,4,3,4,5,3,3,1,5,3,12.3587937325478,6.8627579130514,7.64204440287326
"789","RM","OldTown","1Fam","1Story",4,1954,2000,"TA","TA","Ex","Y",901,901,1,"TA",1,"Normal",107900,2,2,3,3,5,2,2,1,5,3,11.5889601512462,6.80350525760834,6.80350525760834
"790","RL","ClearCr","1Fam","2Story",6,1966,2007,"TA","TA","Gd","Y",976,2087,2,"Gd",2,"Normal",187500,4,4,3,4,5,3,2,1,4,3,12.1415341243926,6.88346258641309,7.6434829070772
"791","RL","Blmngtn","TwnhsE","1Story",7,2005,2006,"Gd","TA","Ex","Y",1145,1145,2,"Gd",2,"Normal",160200,4,4,3,3,5,3,3,1,5,3,11.9841783136164,7.04315991598834,7.04315991598834
"792","RL","Mitchel","1Fam","SLvl",6,1976,1976,"TA","TA","TA","Y",1062,1062,1,"TA",2,"Normal",146800,3,4,3,3,5,2,2,1,3,3,11.8968263951626,6.96790920180188,6.96790920180188
"793","RL","NoRidge","1Fam","2Story",7,1996,1997,"Gd","TA","Ex","Y",1127,2013,2,"TA",2,"Normal",269790,6,4,3,4,5,2,3,1,5,3,12.5053991575767,7.02731451403978,7.60738142563979
"794","RL","Somerst","1Fam","1Story",8,2007,2007,"Gd","TA","Ex","Y",1496,1496,2,"Gd",2,"Partial",225000,5,4,3,3,6,3,3,1,5,3,12.3238556811866,7.31055015853442,7.31055015853442
"795","RL","Gilbert","1Fam","2Story",7,1994,1996,"Gd","TA","Ex","Y",1086,1895,2,"Gd",2,"Normal",194500,4,4,3,4,5,3,3,1,5,3,12.1781874420406,6.99025650049388,7.54697411751653
"796","RL","SawyerW","1Fam","2Story",6,1980,1981,"TA","TA","TA","Y",888,1564,2,"TA",2,"Normal",171000,4,4,3,4,5,2,2,1,3,3,12.0494188354848,6.78897174299217,7.35500192110526
"797","RL","Sawyer","1Fam","1Story",6,1977,1977,"TA","TA","Ex","Y",1285,1285,1,"TA",2,"Normal",143500,3,4,3,3,5,2,2,1,5,3,11.8740903141818,7.15851399732932,7.15851399732932
"798","RL","NAmes","1Fam","1Story",5,1953,1953,"TA","TA","Gd","Y",773,773,1,"TA",1,"Abnorml",110000,3,4,3,3,5,2,2,1,4,3,11.6082356447746,6.65027904858742,6.65027904858742
"799","RL","NridgHt","1Fam","2Story",9,2008,2009,"Ex","TA","Ex","Y",1966,3140,3,"Ex",3,"Partial",485000,6,4,3,4,6,4,4,1,5,3,13.0919041699196,7.58375630070711,8.0519780789023
"800","RL","SWISU","1Fam","1.5Fin",5,1937,1950,"TA","TA","Ex","Y",981,1768,1,"Gd",1,"Normal",175000,3,4,3,2,5,3,2,1,5,3,12.0725412529057,6.88857245956536,7.47760424319759
"801","RL","ClearCr","1Fam","2Story",6,1997,1997,"TA","TA","Gd","Y",616,1688,2,"Gd",2,"Normal",200000,4,4,3,4,5,3,2,1,4,3,12.2060726455302,6.42324696353352,7.4312996751559
"802","RM","IDOTRR","1Fam","1Story",4,1916,1990,"TA","TA","Ex","Y",1196,1196,1,"TA",2,"Normal",109900,1,2,3,3,5,2,2,1,5,3,11.6073261403917,7.08673793451058,7.08673793451058
"803","RL","CollgCr","1Fam","2Story",7,2005,2005,"Gd","TA","Ex","Y",728,1456,2,"Gd",2,"Normal",189000,4,4,3,4,5,3,3,1,5,3,12.1495022940418,6.59030104819669,7.28344822875663
"804","RL","NridgHt","1Fam","2Story",9,2008,2009,"Ex","TA","Ex","Y",1734,2822,3,"Ex",3,"Partial",582933,6,4,3,4,6,4,4,1,5,3,13.2758275359155,7.45818615734049,7.94520113241276
"805","RL","NAmes","1Fam","1Story",5,1954,1954,"TA","TA","TA","Y",1128,1128,1,"TA",1,"Family",118000,3,4,3,3,3,2,2,1,3,3,11.6784399034478,7.028201432058,7.028201432058
"806","RL","Somerst","1Fam","1Story",7,2008,2008,"Gd","TA","Ex","Y",1428,1428,2,"Ex",2,"Partial",227680,5,4,3,3,6,4,3,1,5,3,12.3356964133237,7.26403014289953,7.26403014289953
"807","RL","NAmes","1Fam","SLvl",5,1967,1967,"TA","TA","Gd","Y",980,980,2,"TA",1,"Normal",135500,3,4,3,3,5,2,2,1,4,3,11.8167269193019,6.88755257166462,6.88755257166462
"808","RL","BrkSide","1Fam","2Story",5,1923,2004,"TA","TA","Ex","Y",1072,1576,1,"Gd",2,"Normal",223500,2,4,3,4,5,3,2,1,5,3,12.3171666930358,6.97728134163075,7.36264527041782
"809","RL","NAmes","1Fam","SLvl",5,1966,1966,"TA","TA","TA","Y",1086,1086,1,"TA",2,"Normal",159950,3,4,3,3,5,2,2,1,3,3,11.9826165453777,6.99025650049388,6.99025650049388
"810","RM","OldTown","1Fam","2.5Unf",5,1898,1965,"TA","TA","TA","N",1075,2138,2,"TA",2,"Normal",106000,2,2,3,2,5,2,2,0,3,3,11.5711943730942,6.98007594056176,7.66762609158499
"811","RL","NWAmes","1Fam","1Story",6,1974,1999,"TA","TA","Fa","Y",1309,1309,1,"Gd",2,"Normal",181000,4,4,3,3,5,3,2,1,2,3,12.106252310248,7.1770187659099,7.1770187659099
"812","RM","CollgCr","TwnhsE","1Story",6,2004,2004,"Gd","TA","Ex","Y",848,848,1,"Gd",2,"Normal",144500,4,2,3,3,5,3,3,1,5,3,11.8810347865346,6.7428806357919,6.7428806357919
"813","C (all)","IDOTRR","1Fam","1Story",5,1952,1952,"Fa","TA","TA","N",1044,1044,1,"Fa",2,"Alloca",55993,1,1,3,3,4,1,1,0,3,3,10.9329819619041,6.95081476844258,6.95081476844258
"814","RL","NAmes","1Fam","1Story",6,1958,1958,"TA","TA","Gd","Y",1442,1442,1,"TA",1,"Normal",157900,3,4,3,3,5,2,2,1,4,3,11.9697172002437,7.27378631784489,7.27378631784489
"815","RL","Edwards","1Fam","1.5Fin",5,1918,1950,"TA","TA","Gd","Y",686,1250,1,"Fa",1,"Normal",116000,2,4,3,2,5,1,2,1,4,3,11.6613454700885,6.53087762772588,7.13089883029635
"816","RL","CollgCr","1Fam","1Story",7,1998,1998,"TA","TA","Ex","Y",1661,1661,2,"Gd",2,"Normal",224900,4,4,3,3,5,3,2,1,5,3,12.3234111379474,7.41517510961329,7.41517510961329
"817","RL","NAmes","1Fam","1Story",5,1954,1954,"TA","TA","Gd","Y",1008,1008,1,"TA",1,"Normal",137000,3,4,3,3,5,2,2,1,4,3,11.8277362048103,6.91572344863131,6.91572344863131
"818","RL","Mitchel","1Fam","1Story",8,2002,2002,"Gd","TA","Ex","Y",1689,1689,2,"Gd",3,"Normal",271000,3,4,3,3,5,3,3,1,5,3,12.5098740998618,7.4318919168078,7.4318919168078
"819","RL","ClearCr","1Fam","SLvl",6,1971,1971,"TA","TA","Gd","Y",1052,1052,1,"TA",2,"Normal",155000,4,4,3,3,5,2,2,1,4,3,11.9511803959014,6.95844839329766,6.95844839329766
"820","RL","NridgHt","TwnhsE","1Story",7,2009,2010,"Gd","TA","Ex","Y",1358,1358,2,"Gd",2,"Partial",224000,6,4,3,3,6,3,3,1,5,3,12.3194013308372,7.21376830811864,7.21376830811864
"821","RL","CollgCr","1Fam","2Story",7,2003,2003,"Gd","TA","Ex","Y",798,1640,2,"Gd",2,"Normal",183000,4,4,3,4,5,3,3,1,5,3,12.1172414318236,6.68210859744981,7.40245152081824
"822","RM","OldTown","2fmCon","1Story",4,1953,1953,"Fa","TA","TA","N",936,936,1,"TA",2,"Normal",93000,2,2,1,3,5,2,1,0,3,3,11.4403547721354,6.84161547647759,6.84161547647759
"823","RL","Gilbert","1Fam","2Story",7,2003,2003,"Gd","TA","Ex","Y",847,1733,2,"Gd",2,"Family",225000,4,4,3,4,3,3,3,1,5,3,12.3238556811866,6.74170069465205,7.45760928971561
"824","RL","SWISU","1Fam","1.5Fin",6,1940,1950,"TA","TA","TA","Y",944,1489,2,"TA",1,"Normal",139500,3,4,3,2,5,2,2,1,3,3,11.8458198802436,6.8501261661455,7.30586003268401
"825","FV","Somerst","1Fam","1Story",8,2006,2006,"Gd","TA","Ex","Y",1489,1489,2,"Gd",2,"Partial",232600,5,5,3,3,6,3,3,1,5,3,12.3570755190667,7.30586003268401,7.30586003268401
"826","RL","NridgHt","1Fam","1Story",10,2007,2008,"Ex","TA","Ex","Y",2084,2084,2,"Ex",3,"Partial",385000,6,4,3,3,6,4,4,1,5,3,12.8609986132699,7.64204440287326,7.64204440287326
"827","RM","BrkSide","1Fam","1.5Unf",5,1924,1950,"TA","TA","Gd","Y",784,784,1,"Gd",0,"Normal",109500,2,2,3,1,5,3,2,1,4,3,11.6036798282387,6.66440902035041,6.66440902035041
