"","OverallQual","YearBuilt","FullBath","GarageCars","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","HQC","X1stFlrSF.log","GrLivArea.log","SalePrice.log"
"538",4,1972,1,2,3,4,3,3,5,2,2,3,6.76157276880406,6.76157276880406,11.6195352000285
"539",5,1968,1,1,3,4,3,3,5,2,2,3,7.05531284333975,7.05531284333975,11.9703503120091
"540",8,2001,2,2,4,4,3,3,5,3,3,5,7.37838371299671,7.37838371299671,12.5135573452781
"541",9,2006,2,3,5,4,3,3,5,4,4,5,7.51643330291563,7.51643330291563,12.6603279178078
"542",8,2000,2,3,6,4,3,4,5,3,3,5,6.90475076996184,7.7341213033283,12.4211840251471
"543",7,1998,2,2,4,4,3,3,5,3,3,5,7.4265490723973,7.4265490723973,12.2702204653539
"544",7,1998,1,1,3,3,3,2,5,2,2,5,6.64248680136726,6.64248680136726,11.7981044072039
"545",7,2006,2,2,4,4,3,4,6,3,3,5,6.49828214947643,7.31055015853442,12.0988492847421
"546",7,1988,2,3,4,4,3,2,5,3,3,4,7.22766249872865,7.68845535654994,12.3414772825364
"547",6,1923,1,2,2,4,3,2,5,2,2,5,6.81892406527552,7.39939808333135,12.2548628096996
"548",5,1970,1,2,3,4,3,2,5,2,2,5,6.64378973314767,6.64378973314767,11.7714361601217
"549",5,1955,1,2,2,2,3,3,5,2,2,3,6.71538338633468,6.71538338633468,11.7360690162844
"550",7,2003,2,2,5,5,3,4,5,3,3,5,6.81563999007433,7.64683139143048,12.4799093111599
"551",6,1977,2,2,3,4,3,3,5,2,2,3,6.97447891102505,6.97447891102505,11.8493977015914
"552",5,1957,1,1,2,2,3,3,5,2,2,4,6.8330317327862,6.8330317327862,11.6307085006266
"553",8,2006,2,3,6,4,3,3,5,3,3,5,7.44833386089748,7.44833386089748,12.4509776886259
"554",4,1949,2,2,2,4,3,3,5,3,2,5,7.02642680869964,7.02642680869964,11.5898865061064
"555",7,2003,2,3,6,4,3,4,5,3,3,5,6.91373735065968,7.62364194651157,12.5567295171433
"556",5,1922,1,1,2,2,3,1,5,2,2,3,6.95463886488099,6.95463886488099,11.6351430976945
"557",5,1957,1,1,3,4,3,3,5,2,2,3,6.99576615630485,6.99576615630485,11.8565151693603
"558",4,1920,1,1,1,1,3,2,5,2,2,4,6.7990558620588,7.19743535409659,11.5898865061064
"559",7,1996,2,2,4,4,3,4,5,2,2,5,6.59167373200866,7.27655640271871,12.0725412529057
"560",7,2003,2,2,4,4,3,3,5,3,3,5,7.350516171834,7.350516171834,12.3630763943398
"561",5,1957,1,2,3,4,3,3,5,2,2,3,7.23849684089437,7.23849684089437,11.7076695417627
"562",5,1974,1,2,3,4,3,3,5,2,2,4,7.23633934275434,7.23633934275434,12.0435537160324
"563",5,1940,1,0,2,4,3,3,5,2,2,5,6.9037472575846,6.9037472575846,11.5898865061064
"564",6,1918,2,2,2,4,3,2,5,2,2,5,7.05875815251866,7.42297125104942,12.1281111040605
"565",7,1992,2,2,6,4,3,4,5,3,3,5,7.06133436691044,7.73848812249465,12.498742259493
"566",6,1915,1,1,3,4,3,4,5,1,2,3,6.73459165997295,7.40671073017764,11.7597855429018
"567",9,2005,2,3,6,4,3,4,5,4,3,5,7.0335064842877,7.82564473221999,12.6915804613119
"568",7,2004,2,2,6,4,3,3,5,3,3,5,7.3362856600213,7.3362856600213,12.273731294004
"569",8,1983,1,2,4,4,3,2,5,3,3,5,7.31055015853442,7.66481578528574,12.665394426429
"570",5,1979,1,2,3,4,2,2,5,2,2,3,6.84906628263346,6.84906628263346,11.8201160038101
"571",5,1965,2,2,3,4,2,3,5,2,2,3,7.454719949364,7.454719949364,11.8677987869623
"572",6,1959,1,1,3,4,3,3,5,3,2,5,6.76157276880406,6.76157276880406,11.6952470217642
"573",7,2009,2,2,5,4,3,4,6,3,2,4,6.74051935960622,7.43366654016617,12.3216309861644
"574",7,2000,2,2,4,4,3,3,5,2,2,5,6.65157187358973,7.26542972325395,12.0435537160324
"575",5,1971,1,1,3,4,3,3,5,2,2,3,6.35610766069589,7.01121398735037,11.8422292121128
"576",5,1947,1,1,3,4,3,2,5,2,2,3,6.72383244082121,7.10332206252611,11.6826682395573
"577",7,1928,2,1,3,4,3,2,5,2,2,4,6.77650699237218,7.29776828253138,11.8844890214027
"578",5,1966,1,2,3,4,3,3,5,2,2,5,7.18538701558042,7.18538701558042,12.0106658491876
"579",7,2007,2,2,5,5,3,4,5,3,3,5,6.55535689181067,7.23849684089437,11.8913619006905
"580",5,1954,2,1,2,2,3,2,5,2,2,5,6.95654544315157,7.49276030092238,11.7867621306
"581",6,1960,1,2,3,4,3,3,5,3,2,5,7.26473017792987,7.26473017792987,12.1112123645062
"582",8,2008,2,3,6,4,3,3,6,4,4,5,7.62168499872461,7.62168499872461,12.4423022003927
"583",6,1990,1,0,2,4,2,2,5,2,2,3,6.70441435496411,6.70441435496411,11.6826682395573
"584",10,1893,3,2,2,2,3,2,5,3,4,4,7.32712329225929,7.92840602618053,12.6915804613119
"585",4,1935,1,1,2,2,3,2,5,3,2,5,6.89669433162271,7.36073990305828,11.7981044072039
"586",8,2005,2,3,5,4,3,3,6,3,3,5,7.61480536471107,7.61480536471107,12.8209879778205
"587",6,1918,1,1,2,4,3,3,5,1,2,5,6.73101810048208,6.73101810048208,11.7752897294377
"588",5,1982,1,2,3,4,3,2,5,2,2,3,6.75693238924755,6.75693238924755,11.8277362048103
"589",5,1968,1,1,4,4,3,3,6,4,2,5,7.29505641646263,7.29505641646263,11.870599909242
"590",5,1930,1,1,2,2,3,3,5,2,2,3,6.65801104587075,6.84054652928869,11.2835123006424
"591",7,2004,2,2,4,4,3,4,5,3,3,5,6.64639051484773,7.3664451483276,12.1329641737095
"592",10,2008,2,3,6,4,3,4,5,4,4,5,7.454719949364,7.73892375743946,13.0213268332266
"593",5,1982,1,2,3,4,3,3,5,2,2,5,6.70441435496411,6.70441435496411,11.8350089641393
"594",6,2003,1,2,4,2,3,3,5,3,3,5,6.7428806357919,6.7428806357919,11.8493977015914
"595",5,1975,1,1,4,4,3,3,5,2,2,3,6.82871207164168,6.82871207164168,11.6082356447746
"596",8,2005,2,3,6,4,3,3,6,3,3,5,7.50988306115491,7.50988306115491,12.672946381767
"597",6,1910,1,1,2,2,3,4,5,2,2,5,6.52795791762255,7.2211050981825,11.6483650358641
"599",5,1977,2,2,4,4,3,3,5,3,2,5,7.40671073017764,7.40671073017764,12.2899541295109
"600",6,1980,2,2,3,2,2,4,5,2,2,3,6.57368016696065,7.34987370473834,11.9250351157971
"601",8,2005,2,2,6,4,3,4,5,4,3,5,6.96413561241824,7.55171221535131,12.5245263766487
"602",6,1937,1,1,1,2,3,2,5,3,2,3,6.65929391968364,7.22620901010067,11.8565151693603
"603",8,1992,2,2,4,4,3,4,5,3,3,5,6.83195356556585,7.55747290161475,12.3013828253345
"604",7,2004,2,2,5,5,3,4,5,3,3,5,6.39692965521615,7.09007683577609,11.9250351157971
"605",7,2002,2,2,4,4,3,3,5,3,3,5,7.30921236569276,7.30921236569276,12.3059179804999
"606",7,1965,2,2,3,4,3,4,5,2,2,3,7.07834157955767,7.59387784460512,12.2307652581205
"607",5,1996,1,2,4,4,3,3,5,3,2,4,6.94697599213542,6.94697599213542,11.9316357998284
"608",5,1948,3,1,2,4,3,4,5,4,2,5,7.01391547481053,7.60489448081162,12.3238556811866
"609",8,1934,2,2,4,4,3,4,4,2,2,3,7.57044325205737,8.06902932877496,12.7913561802142
"610",4,1961,1,1,3,4,3,3,5,2,2,4,6.93634273583405,6.93634273583405,11.6826682395573
"611",9,2000,2,3,4,4,3,4,5,4,3,5,7.29709100516042,7.67461749736436,12.6539584695223
"612",6,1978,2,2,4,4,3,3,5,2,2,3,6.93925394604151,6.93925394604151,11.9049675527463
"613",8,2001,2,2,4,4,3,4,5,4,3,5,7.1693500166706,7.53476265703754,12.4741895624871
"614",5,2007,1,0,3,4,3,3,6,2,2,5,7.02108396428914,7.02108396428914,11.8981878657609
"615",4,1972,1,0,1,2,3,2,5,2,2,5,6.44571981938558,6.44571981938558,11.2318879352371
"616",6,1963,1,2,3,4,3,2,5,3,2,5,6.96034772910131,6.96034772910131,11.8313791960888
"617",6,2002,2,2,4,4,3,4,5,3,3,5,6.69332366826995,7.31920245876785,12.1183337312222
"618",6,1954,1,2,3,4,3,1,5,3,2,4,6.72383244082121,6.72383244082121,11.5664662318983
"619",9,2007,2,3,6,4,3,3,6,3,4,5,7.5109777520141,7.5109777520141,12.6597340907337
"620",8,2003,2,3,5,4,3,4,5,3,3,5,7.30114780585603,7.72400465667607,12.6280670555895
"621",3,1914,1,0,2,4,3,3,5,2,2,3,6.76157276880406,6.76157276880406,11.1124478983731
"622",6,1974,2,2,4,4,3,4,5,2,2,3,7.34471905414967,7.86863689418417,12.3883942023241
"623",5,1977,1,2,3,4,3,3,5,2,2,3,6.88755257166462,6.88755257166462,11.8130300574206
"624",6,2000,2,2,5,5,3,4,5,3,3,5,6.62804137617953,7.32118855673948,12.0346910287746
"625",6,1972,1,2,4,4,3,4,5,2,2,4,6.91968384984741,7.4899708988348,12.0146094308189
"626",6,1962,1,2,3,4,3,3,5,2,2,3,7.01750614294126,7.01750614294126,11.982929094216
"627",5,1960,1,1,3,4,3,3,5,2,2,3,7.25981961036319,7.25981961036319,11.8486831606536
"628",6,1955,1,1,3,4,3,3,5,2,2,5,7.32646561384032,7.32646561384032,11.9381932003746
"629",5,1969,1,2,3,4,3,4,3,1,2,3,6.94697599213542,7.64012317269536,11.8130300574206
"630",6,1964,1,2,3,4,3,3,5,2,2,3,7.20785987143248,7.20785987143248,12.0346910287746
"631",5,1880,1,1,2,2,3,4,5,4,2,3,6.99301512293296,7.46737106691756,11.7280368445872
"632",8,2006,2,2,6,4,2,3,5,3,3,5,7.34858753092759,7.34858753092759,12.2524790183443
"633",7,1977,2,2,4,4,3,3,3,2,2,3,7.25205395185281,7.25205395185281,11.3205535723228
"634",5,1954,1,1,3,4,3,3,5,2,2,3,6.96224346426621,6.96224346426621,11.8451027773086
"636",6,1914,2,0,3,3,1,4,5,1,1,5,7.27239839257005,8.1300590399928,12.2060726455302
"637",2,1936,1,0,2,2,3,3,5,1,1,2,6.68461172766793,6.68461172766793,11.0020998412042
"638",5,1954,2,1,2,2,1,2,5,3,2,3,6.69826805411541,7.23489842031483,11.4403547721354
"639",5,1910,1,0,2,4,3,3,5,2,2,4,6.67959918584438,6.67959918584438,11.3504065354725
"640",8,2006,2,3,4,4,3,3,6,4,3,5,7.35691824235602,7.35691824235602,12.4858271275094
"641",8,2003,1,2,6,4,3,3,5,4,4,5,7.32514895795557,7.32514895795557,12.5208833853702
"642",7,2001,2,2,5,5,3,4,5,3,3,5,6.96318998587024,7.56475701290573,12.3282902782544
"643",8,1972,2,2,3,4,3,3,5,4,3,4,7.60090245954208,7.90248743716286,12.7512996960135
"644",5,1969,2,2,4,4,3,4,5,2,2,5,6.65929391968364,7.39018142822643,11.9316357998284
"645",9,2009,2,3,5,5,3,3,6,4,4,5,7.47647238116391,7.47647238116391,12.8236284465392
"646",6,1971,1,2,3,4,3,3,5,2,2,3,6.88857245956536,6.88857245956536,11.872346634577
"647",5,1950,1,2,3,4,3,3,5,2,2,4,6.95463886488099,6.95463886488099,11.4957793061353
"648",6,1953,1,2,2,4,3,3,5,2,2,5,6.99759598298193,6.99759598298193,11.9511803959014
"649",6,1966,1,2,3,4,3,4,5,2,2,3,6.95749737087695,7.51697722460432,11.9511803959014
"650",4,1970,1,0,1,2,2,2,5,2,2,4,6.44571981938558,6.44571981938558,11.3445068133453
"651",7,2007,2,2,5,5,3,4,5,3,3,5,6.71174039505618,7.41758040241454,12.2353886998642
"652",4,1940,1,1,2,4,3,4,5,2,2,3,6.62671774924902,7.31986492980897,11.5898865061064
"653",7,1996,2,2,4,4,3,4,5,3,3,5,6.81234509417748,7.44775128004791,12.1600287070288
"654",6,1906,1,1,1,2,3,2,5,2,2,5,6.62804137617953,7.29233717617388,11.8130300574206
"655",8,1995,2,3,6,4,3,3,5,3,3,5,7.65586401761606,7.65586401761606,12.7656884334656
"656",6,1971,1,1,1,2,2,4,3,2,2,3,6.26339826259162,6.99576615630485,11.3850920934603
"657",5,1959,1,1,3,4,3,3,5,3,3,5,6.95939851213398,6.95939851213398,11.8879313655937
"658",7,1931,1,1,4,4,3,4,5,2,2,3,6.74641212857337,7.31455283232408,11.9117015849276
"659",6,1948,1,1,3,4,3,2,5,2,2,3,6.81563999007433,7.2848209125686,11.4876076569859
"660",5,1964,1,2,2,4,3,3,5,2,2,5,7.3038432252777,7.3038432252777,12.0257490913989
"661",7,1976,2,2,4,4,3,4,5,2,2,3,7.04053639021596,7.56786260546388,12.1955171315907
"662",8,1994,2,3,6,4,3,4,5,3,3,5,7.4301141385618,7.80302664363222,12.9042073676012
"663",6,1968,1,2,3,4,3,3,5,2,2,4,7.23849684089437,7.23849684089437,11.6082356447746
"664",4,1972,2,2,2,4,3,2,5,2,2,3,7.07411681619736,7.07411681619736,11.8313791960888
"665",8,2005,1,3,5,4,3,3,6,4,3,5,7.64826303090192,7.64826303090192,12.9551274580284
"666",8,2000,2,2,4,4,3,4,5,3,3,5,7.28207365809346,7.56837926783652,12.3480061414188
"667",6,1965,2,2,3,4,3,4,5,2,2,3,7.28961052145117,7.77485576666552,11.7675676833438
"668",6,1994,2,2,4,4,3,3,5,3,2,5,7.42595365707754,7.42595365707754,12.173032791452
"669",5,1956,1,2,3,4,3,3,5,2,2,4,7.27031288607902,7.27031288607902,12.0317192583854
"670",4,1922,1,1,4,4,3,3,5,1,2,5,7.07326971745971,7.07326971745971,11.8313791960888
"671",6,2005,2,2,4,4,3,4,5,3,3,5,6.60394382460047,7.29709100516042,12.0639328783691
"672",6,1925,2,1,2,3,3,4,5,2,2,3,6.54678541076052,7.22183582528845,11.5482926088075
"673",6,1977,1,2,5,4,3,3,5,2,3,3,7.09672137849476,7.09672137849476,12.0137007528827
"674",6,1957,2,2,4,4,3,3,5,3,2,5,7.51697722460432,7.51697722460432,12.4587749990859
"675",6,1965,1,1,3,4,3,3,5,2,2,3,7.0352685992811,7.0352685992811,11.8493977015914
"676",6,1978,2,2,3,4,2,4,5,2,2,3,6.75110146893676,7.27309259599952,11.9083402372249
"677",4,1900,2,3,2,2,3,4,5,2,2,2,6.9985096422506,7.48099216286952,11.3736633976367
"678",5,1924,1,1,2,4,3,3,5,3,3,5,6.67456139181443,6.67456139181443,11.6036798282387
"679",8,2008,2,3,6,4,3,3,6,3,3,5,7.62364194651157,7.62364194651157,12.8279923168018
"680",5,1961,1,2,3,4,3,3,5,2,2,3,6.89568269774787,6.89568269774787,11.7636841833174
"681",6,1980,2,1,4,4,3,3,5,2,2,3,6.82762923450285,6.82762923450285,11.870599909242
"682",5,1932,1,1,3,3,3,2,5,2,2,5,6.7428806357919,7.32646561384032,11.9793853224676
"683",6,1996,1,2,4,4,3,3,5,3,2,5,7.16317239084664,7.16317239084664,12.0610468734799
"684",9,2002,2,3,4,4,3,3,5,3,3,5,7.41938058291869,7.41938058291869,12.5602444592508
"685",7,1998,2,2,6,4,3,4,5,2,3,4,7.08590146436561,7.51697722460432,12.3059179804999
"686",7,1984,2,2,6,4,3,4,5,3,3,4,7.08170858610557,7.64491934495886,12.2428866186529
"687",7,2007,3,2,5,5,3,4,6,3,3,5,6.77308037565554,7.47363710849621,12.336552511981
"688",7,2004,2,2,5,5,3,4,5,3,3,5,6.31173480915291,7.00488198971286,11.9103584013811
"689",8,2007,2,2,6,4,3,3,6,3,3,5,7.25770767716004,7.25770767716004,12.8790171187726
"690",6,2005,2,2,6,4,3,3,5,3,3,5,7.21670948670946,7.21670948670946,12.1792151913603
"691",6,2004,1,2,4,2,3,3,5,3,3,5,6.7428806357919,6.7428806357919,11.8565151693603
"693",7,1989,2,2,5,4,3,4,5,3,3,5,7.12125245324454,7.83161727635261,12.7218858108072
"694",5,1921,1,1,2,4,3,3,5,2,2,5,6.9782137426307,6.9782137426307,11.5943211031742
"695",5,1936,1,2,2,2,3,2,5,2,2,3,6.97260625130175,7.33888813383888,11.8600549960654
"696",6,1987,2,2,5,4,3,3,5,3,2,4,7.03614849375054,7.03614849375054,12.0782392740203
"697",5,1921,1,1,2,2,3,3,5,2,2,4,6.42324696353352,6.42324696353352,11.3963916487143
"698",5,1952,1,1,2,4,3,3,5,2,2,2,7.04577657687951,7.04577657687951,11.7239964350502
"699",5,1965,1,1,3,4,3,3,5,2,2,5,6.79570577517351,6.79570577517351,11.8386256046095
"700",7,2004,2,2,5,5,3,3,5,3,3,5,7.23777819192344,7.23777819192344,12.1858699382127
"701",8,2002,2,3,5,4,3,3,5,3,3,5,7.49554194388426,7.49554194388426,12.6523597481586
"702",7,1969,1,2,4,4,3,3,5,2,2,3,7.05961762829138,7.05961762829138,11.8493977015914
"703",8,2006,2,3,6,4,3,4,6,4,4,5,7.1420365747068,7.85399308722424,12.7991757088645
"704",5,1900,2,2,2,2,1,4,5,3,2,4,6.93925394604151,7.50218648660292,11.8493977015914
"705",7,2004,2,2,4,4,3,3,5,3,3,5,7.30249642372733,7.30249642372733,12.2690474446916
"706",4,1930,2,0,1,2,1,4,5,1,1,2,5.91889385427315,6.99576615630485,10.9150884642146
"707",7,1971,2,2,4,4,3,3,5,3,2,3,7.50878717063428,7.50878717063428,12.618182296357
"708",8,2006,2,2,6,4,3,3,5,3,3,5,7.18841273649695,7.18841273649695,12.4450895460007
"709",7,2007,2,2,4,4,3,4,6,3,3,5,6.59030104819669,7.28344822875663,12.0981533033107
"710",5,1966,1,1,3,4,3,3,5,2,2,3,6.80682936039218,6.80682936039218,11.6073261403917
"711",3,1935,1,0,2,4,3,3,5,2,3,4,6.59167373200866,6.59167373200866,10.8589989975636
"712",4,1900,1,1,1,1,3,2,5,2,2,4,6.75576892198425,7.07157336421153,11.5403071417114
"713",8,1988,2,2,6,4,3,3,5,3,3,4,7.11314210870709,7.11314210870709,12.1495022940418
"714",4,1970,1,2,2,4,1,3,5,2,2,3,6.86693328446188,6.86693328446188,11.7675676833438
"715",6,1976,2,2,3,4,3,4,5,3,3,5,6.58617165485467,7.2991214627108,11.7791285057449
"716",6,1974,2,2,4,4,3,3,5,2,2,3,7.20785987143248,7.20785987143248,12.0137007528827
"717",7,1890,1,2,2,2,3,4,5,2,2,5,7.36264527041782,7.84541603659248,11.979799201207
"718",5,1973,1,2,4,4,3,3,5,3,2,4,7.07157336421153,7.07157336421153,11.9640010843304
"719",7,1993,2,3,6,4,3,4,5,3,3,5,7.18916773842032,7.79069603117474,12.7396377562657
"720",5,1969,1,1,4,4,3,3,5,2,2,3,6.87832646829133,6.87832646829133,11.7636841833174
"721",8,1985,2,2,6,4,3,3,5,3,3,3,7.46278915741245,7.46278915741245,12.5245263766487
"722",6,2004,1,2,4,2,3,3,5,3,3,5,6.7428806357919,6.7428806357919,11.870599909242
"723",4,1970,1,2,3,4,3,3,5,2,2,5,6.76157276880406,6.76157276880406,11.7320609948869
"724",4,1954,2,1,2,4,3,2,5,2,2,5,6.90475076996184,7.29301767977278,11.8130300574206
"725",9,2007,2,3,2,4,3,3,5,4,4,5,7.43720636687129,7.43720636687129,12.6760762747759
"726",4,1970,1,2,3,4,3,3,5,3,2,3,6.76157276880406,6.76157276880406,11.6994050319128
"727",6,1988,2,2,4,4,3,3,5,3,3,5,7.4265490723973,7.4265490723973,12.3104326608544
"728",7,2007,2,2,4,4,3,3,5,3,3,5,7.11639414409346,7.11639414409346,12.1781874420406
"729",5,1958,2,3,3,4,2,3,5,2,2,3,7.48211892355212,7.48211892355212,11.6082356447746
"730",4,1925,1,2,1,2,3,2,5,2,2,3,6.7428806357919,7.09672137849476,11.5424842672118
"731",8,1995,2,2,6,4,3,3,5,3,3,5,7.38770923908104,7.38770923908104,12.3737034869141
"732",7,2003,2,2,5,4,3,3,5,3,3,5,7.04403289727469,7.04403289727469,12.1415341243926
"733",7,1998,2,2,4,4,3,4,5,3,3,5,7.05012252026906,7.61628356158038,12.3126823805884
"734",5,1961,1,1,3,4,3,3,5,2,2,5,7.04228617193974,7.04228617193974,11.7860013850326
"735",5,1968,1,1,3,4,3,3,3,2,2,3,6.85435450225502,6.85435450225502,11.5898865061064
"736",7,1914,1,2,2,2,3,2,5,2,2,2,6.77992190747225,7.47760424319759,12.0015054797889
"737",3,1950,2,2,3,4,2,3,5,2,2,4,6.94697599213542,6.94697599213542,11.4457167152768
"738",8,2005,2,3,4,4,3,4,5,3,3,5,6.80350525760834,7.49609734517596,12.3879774488278
"739",5,1987,3,0,2,4,2,3,4,2,2,3,7.09007683577609,7.09007683577609,12.0951410848229
"740",7,2004,2,2,4,4,3,4,5,3,3,5,6.76157276880406,7.454719949364,12.1547793511426
"741",5,1910,2,2,2,2,3,4,5,2,2,5,6.64378973314767,7.26682734752059,11.7905572015685
"742",6,1961,1,1,3,4,3,3,5,3,2,4,6.81563999007433,6.81563999007433,11.8635823365834
"743",7,2000,2,2,4,4,3,3,5,2,2,5,7.20711885620776,7.20711885620776,12.0951410848229
"744",5,1963,2,2,3,4,3,3,5,2,2,5,7.28892769452126,7.28892769452126,12.0725412529057
"745",8,1993,2,2,6,4,3,3,5,3,3,4,7.19818357710194,7.19818357710194,12.1007121298723
"746",8,1976,3,2,4,4,3,4,5,3,4,5,7.06902342657826,7.90654723236804,12.6108708646506
"747",7,2000,2,2,4,4,3,4,5,3,3,5,6.88755257166462,7.72134861261795,12.3715870840077
"748",7,1880,1,4,2,2,3,4,5,3,3,3,7.18538701558042,7.87853419614036,12.4911726372789
"749",7,1996,2,2,6,4,3,3,5,3,3,5,7.4500795698075,7.4500795698075,12.4699741893166
"750",4,1945,2,1,2,4,3,2,5,2,2,3,6.99209642741589,7.33236920592906,11.4927227576527
"751",4,1910,1,0,2,2,3,2,5,2,2,4,6.67456139181443,7.03878354138854,11.4772982873271
"752",7,2003,2,2,4,4,3,4,5,3,3,5,6.49223983502047,7.18538701558042,11.9953516142145
"753",6,1997,2,2,4,4,3,3,5,3,2,5,7.30921236569276,7.30921236569276,12.2876526325226
"754",8,2005,2,3,6,4,3,4,5,4,3,4,6.94505106372583,7.64873978895624,12.5263429075751
"755",6,1969,1,2,3,4,3,3,5,3,2,4,6.93342302573071,6.93342302573071,11.9576112862317
"756",6,1999,2,2,5,5,3,4,5,2,2,4,6.60934924316738,7.29369772060144,12.0581525154536
"757",8,2007,2,2,4,4,3,4,5,3,3,5,6.76388490856244,7.47760424319759,12.2643415536542
"758",6,1978,2,2,3,4,3,4,5,2,2,3,6.51025834052315,7.23417717974985,11.9760303525248
"759",7,1999,2,2,5,5,2,4,5,2,2,4,6.62936325343745,7.31388683163346,12.0973732286068
"760",8,1995,2,3,6,4,3,4,5,3,3,5,7.19142933003638,7.83636976054512,12.5776362019627
"761",6,1959,1,1,3,4,3,3,5,2,2,5,6.76157276880406,6.76157276880406,11.7558716435806
"762",5,1924,1,2,2,2,3,3,5,1,2,3,7.1708884785125,7.1708884785125,11.5129254649702
"763",7,2009,2,2,5,5,3,4,5,3,2,5,6.63856778916652,7.34407285057307,12.2793231072698
"764",8,1999,2,3,6,4,3,4,5,3,3,5,7.14519613499717,7.76853330092603,12.7278382093345
"765",8,1995,1,2,5,4,3,3,5,4,3,5,7.30921236569276,7.30921236569276,12.5061772379805
"766",9,2008,2,2,5,4,3,3,6,4,3,5,7.31721240835984,7.31721240835984,12.4842042571701
"767",7,1988,2,2,4,4,3,4,5,2,2,3,6.88755257166462,7.44658509915773,12.1884177102915
"768",6,1940,2,1,3,4,3,2,5,2,2,5,6.89060912014717,7.46737106691756,11.982929094216
"769",7,2004,2,2,4,4,3,3,5,3,3,5,7.51534457118044,7.51534457118044,12.2869011981928
"770",8,2003,3,3,6,4,3,4,5,4,4,5,7.43248380791712,8.09529377684465,13.1956138391439
"771",5,1982,1,2,3,4,3,2,5,2,2,3,6.75460409948796,6.75460409948796,11.8122890421958
"772",4,1951,1,2,2,4,3,3,5,2,2,3,7.1066061377273,7.1066061377273,11.5327280922664
"773",6,1976,1,2,2,4,3,3,5,2,2,3,7.0184017990692,7.0184017990692,11.580584113444
"774",5,1958,1,1,3,4,3,3,5,2,2,5,6.81563999007433,6.81563999007433,11.6483301019764
"775",8,2006,2,3,6,4,3,3,6,3,3,4,7.58731050602262,7.58731050602262,12.8866410438833
"776",6,1998,2,2,3,2,3,3,5,2,2,5,7.09340462586877,7.09340462586877,11.9953516142145
"777",7,2005,2,3,4,4,3,3,6,3,3,5,7.38647084882989,7.38647084882989,12.3081778684673
"778",5,1974,1,2,3,4,3,3,5,2,2,3,6.79570577517351,6.79570577517351,11.8670972786908
"779",5,1977,2,2,4,3,2,3,5,2,2,3,7.61085279039525,7.61085279039525,11.8775685785581
"780",6,1977,1,2,3,4,2,2,5,2,2,3,6.91174730025167,6.91174730025167,11.8130300574206
"781",7,1995,2,2,4,4,3,3,5,2,2,4,7.13329595489607,7.13329595489607,12.0782392740203
"782",6,1992,2,2,4,4,3,4,5,3,3,5,6.69703424766648,7.37963215260955,12.0776709307256
"783",7,2001,2,2,4,4,3,3,5,3,3,5,7.26542972325395,7.26542972325395,12.1393985122622
"784",5,1978,1,2,3,4,3,2,5,3,2,5,7.01211529430638,7.01211529430638,12.0167264737993
"785",6,1914,2,0,2,2,3,2,5,2,2,5,6.60934924316738,7.30249642372733,11.7597855429018
"786",6,1967,2,2,4,4,3,3,5,2,2,3,7.20191631753163,7.20191631753163,11.9922604216448
"787",5,1915,2,1,2,2,3,2,5,2,2,3,6.87316383421252,7.40974195408092,11.8422292121128
"788",7,2004,2,2,4,4,3,4,5,3,3,5,6.8627579130514,7.64204440287326,12.3587937325478
"789",4,1954,1,1,2,2,3,3,5,2,2,5,6.80350525760834,6.80350525760834,11.5889601512462
"790",6,1966,2,2,4,4,3,4,5,3,2,4,6.88346258641309,7.6434829070772,12.1415341243926
"791",7,2005,2,2,4,4,3,3,5,3,3,5,7.04315991598834,7.04315991598834,11.9841783136164
"792",6,1976,1,2,3,4,3,3,5,2,2,3,6.96790920180188,6.96790920180188,11.8968263951626
"793",7,1996,2,2,6,4,3,4,5,2,3,5,7.02731451403978,7.60738142563979,12.5053991575767
"794",8,2007,2,2,5,4,3,3,6,3,3,5,7.31055015853442,7.31055015853442,12.3238556811866
"795",7,1994,2,2,4,4,3,4,5,3,3,5,6.99025650049388,7.54697411751653,12.1781874420406
"796",6,1980,2,2,4,4,3,4,5,2,2,3,6.78897174299217,7.35500192110526,12.0494188354848
"797",6,1977,1,2,3,4,3,3,5,2,2,5,7.15851399732932,7.15851399732932,11.8740903141818
"798",5,1953,1,1,3,4,3,3,5,2,2,4,6.65027904858742,6.65027904858742,11.6082356447746
"799",9,2008,3,3,6,4,3,4,6,4,4,5,7.58375630070711,8.0519780789023,13.0919041699196
"800",5,1937,1,1,3,4,3,2,5,3,2,5,6.88857245956536,7.47760424319759,12.0725412529057
"801",6,1997,2,2,4,4,3,4,5,3,2,4,6.42324696353352,7.4312996751559,12.2060726455302
"802",4,1916,1,2,1,2,3,3,5,2,2,5,7.08673793451058,7.08673793451058,11.6073261403917
"803",7,2005,2,2,4,4,3,4,5,3,3,5,6.59030104819669,7.28344822875663,12.1495022940418
"804",9,2008,3,3,6,4,3,4,6,4,4,5,7.45818615734049,7.94520113241276,13.2758275359155
"805",5,1954,1,1,3,4,3,3,3,2,2,3,7.028201432058,7.028201432058,11.6784399034478
"806",7,2008,2,2,5,4,3,3,6,4,3,5,7.26403014289953,7.26403014289953,12.3356964133237
"807",5,1967,2,1,3,4,3,3,5,2,2,4,6.88755257166462,6.88755257166462,11.8167269193019
